"customer_id","first_purchase","last_purchase","purchase_invoice_count","gross_spending","gross_units","product_diversity","net_spending","net_units","cancellation_invoice_count","recency_days"
"12428",2011-03-01 09:33:00,2011-11-14 08:22:00,9,7956.46,3536,258,7877.2,3503,3,25.1861111111111
"12429",2010-12-09 12:05:00,2011-11-30 17:22:00,4,3750.4,1557,82,3750.4,1557,0,8.81111111111111
"12430",2011-10-27 15:09:00,2011-10-27 15:09:00,1,256.4,117,11,256.4,117,0,42.9034722222222
"12431",2010-12-01 10:03:00,2011-11-04 11:55:00,15,6419.95,2896,163,6348.89,2846,3,35.0381944444444
"12432",2011-06-20 13:27:00,2011-10-28 11:43:00,5,5059.32,1801,107,5059.32,1801,0,42.0465277777778
"12433",2010-12-01 13:24:00,2011-12-09 10:02:00,7,13375.87,11071,219,13375.87,11071,0,0.116666666666667
"12434",2011-03-24 13:05:00,2011-09-16 12:38:00,2,806.14,394,46,765.19,373,2,84.0083333333333
"12435",2011-03-17 07:40:00,2011-09-21 09:06:00,2,7829.89,2055,31,7829.89,2055,0,79.1555555555556
"12436",2011-09-01 12:09:00,2011-09-01 12:09:00,1,509.01,211,16,509.01,211,0,99.0284722222222
"12437",2011-01-12 14:13:00,2011-12-08 11:35:00,18,4951.41,2922,118,4896.66,2917,1,1.05208333333333
"12438",2011-07-22 13:29:00,2011-11-25 13:28:00,2,2906.85,1180,84,2906.85,1180,0,13.9736111111111
"12441",2010-12-08 10:45:00,2010-12-08 10:45:00,1,173.55,121,11,173.55,121,0,366.086805555556
"12442",2011-12-06 14:22:00,2011-12-06 14:22:00,1,172.06,182,12,172.06,182,0,2.93611111111111
"12444",2011-06-21 14:00:00,2011-11-18 13:23:00,5,5005.46,1153,138,5005.46,1153,0,20.9770833333333
"12445",2011-11-17 18:43:00,2011-11-17 18:43:00,1,133.4,62,4,133.4,62,0,21.7548611111111
"12446",2011-10-13 12:50:00,2011-10-13 12:50:00,1,1002.31,351,57,1002.31,351,0,57
"12447",2011-04-10 13:25:00,2011-04-10 13:25:00,1,476.49,190,26,476.49,190,0,242.975694444444
"12448",2011-10-26 13:46:00,2011-10-26 13:46:00,1,449.45,243,22,449.45,243,0,43.9611111111111
"12449",2011-06-05 15:37:00,2011-11-17 13:46:00,4,4067.29,1553,118,4067.29,1553,0,21.9611111111111
"12450",2011-06-19 14:36:00,2011-07-06 14:41:00,2,197.88,128,7,197.88,128,0,155.922916666667
"12451",2011-01-19 09:05:00,2011-11-29 08:40:00,5,9035.52,6575,265,8933.52,6455,1,10.1736111111111
"12452",2011-11-23 08:05:00,2011-11-23 10:28:00,2,430.57,185,21,428.57,183,1,16.0986111111111
"12453",2011-07-28 14:08:00,2011-07-28 14:08:00,1,707.09,473,43,707.09,473,0,133.945833333333
"12454",2011-10-14 17:13:00,2011-10-14 17:13:00,1,3528.34,1006,15,0,0,1,55.8173611111111
"12455",2011-02-16 09:56:00,2011-09-27 15:31:00,6,2466.86,2089,85,2466.86,2089,0,72.8881944444445
"12456",2011-03-30 09:12:00,2011-10-26 14:41:00,3,3181.04,1633,105,3153.89,1616,1,43.9229166666667
"12457",2011-04-14 18:57:00,2011-10-04 13:13:00,7,2363.23,843,53,1917.78,694,5,65.9840277777778
"12458",2011-02-28 10:55:00,2011-09-29 15:25:00,2,947.4,506,35,947.4,506,0,70.8923611111111
"12461",2011-07-08 10:23:00,2011-09-06 16:57:00,2,826.88,287,35,826.88,287,0,93.8284722222222
"12462",2011-02-09 14:44:00,2011-11-21 09:11:00,2,1189.59,536,51,1124.01,514,2,18.1520833333333
"12463",2011-04-12 12:47:00,2011-10-17 13:44:00,4,1344.78,776,65,1303.63,757,3,52.9625
"12464",2011-02-03 13:30:00,2011-11-29 13:33:00,8,1212.05,112,6,1212.05,112,0,9.97013888888889
"12465",2011-06-23 13:37:00,2011-11-22 16:34:00,2,742.19,479,46,733.89,475,1,16.8444444444444
"12468",2011-01-27 13:29:00,2011-06-05 11:36:00,2,729.54,366,36,724.04,364,1,187.051388888889
"12471",2010-12-10 09:35:00,2011-12-07 15:43:00,30,19788.65,8200,150,18705.52,7953,19,1.87986111111111
"12472",2010-12-05 14:19:00,2011-11-07 14:01:00,7,6572.11,4148,219,6229.48,4020,6,31.9506944444444
"12473",2011-06-01 10:15:00,2011-11-10 13:46:00,5,3928.05,2414,140,2837.73,2338,4,28.9611111111111
"12474",2011-01-14 10:06:00,2011-11-22 14:39:00,18,7324.09,4833,253,7064.77,4750,12,16.9243055555556
"12475",2011-10-17 10:10:00,2011-10-17 10:10:00,1,723.38,535,36,723.38,535,0,53.1111111111111
"12476",2010-12-13 14:39:00,2011-11-24 12:40:00,11,6816.42,2408,177,6546.58,2337,9,15.0069444444444
"12477",2011-02-11 12:45:00,2011-11-17 09:51:00,6,13219.74,3653,191,13117.01,3620,3,22.1243055555556
"12478",2011-12-06 09:56:00,2011-12-06 09:56:00,1,680.99,236,36,680.99,236,0,3.12083333333333
"12479",2011-11-28 13:26:00,2011-11-28 13:26:00,1,527.2,385,31,477.3,351,2,10.975
"12480",2011-01-07 15:27:00,2011-11-11 14:52:00,4,3281.63,1707,129,3281.63,1707,0,27.9152777777778
"12481",2010-12-09 10:13:00,2011-11-17 08:29:00,10,5579.82,3294,150,5574.36,3280,1,22.18125
"12483",2011-01-04 14:20:00,2011-11-22 17:02:00,8,2484.98,1110,46,2327.13,1097,5,16.825
"12484",2011-01-07 14:04:00,2011-11-07 11:37:00,6,4527.32,2187,256,4480.87,2181,2,32.0506944444444
"12488",2011-09-25 10:34:00,2011-11-30 08:50:00,3,1298.66,529,46,1298.66,529,0,9.16666666666667
"12489",2011-01-07 13:13:00,2011-01-07 13:13:00,1,334.93,105,15,334.93,105,0,335.984027777778
"12490",2011-01-14 09:13:00,2011-12-04 16:07:00,10,5417.93,3064,131,5417.93,3064,0,4.86319444444444
"12491",2011-11-01 12:18:00,2011-11-01 12:18:00,1,460.4,260,25,460.4,260,0,38.0222222222222
"12492",2011-08-26 14:51:00,2011-10-07 15:15:00,2,263.21,192,19,263.21,192,0,62.8993055555556
"12493",2011-05-26 14:53:00,2011-06-27 10:17:00,2,433.74,207,20,416.79,206,1,165.10625
"12494",2010-12-09 11:31:00,2011-11-24 09:34:00,7,1246.1,707,63,1139.35,690,6,15.1361111111111
"12497",2011-09-19 12:29:00,2011-09-19 12:29:00,1,1043.1,1236,14,1043.1,1236,0,81.0145833333333
"12498",2011-10-13 09:30:00,2011-11-18 12:53:00,3,403.7,159,21,403.7,159,0,20.9979166666667
"12500",2011-01-10 09:48:00,2011-11-16 16:20:00,11,4257.82,2678,34,4206.27,2671,2,22.8541666666667
"12501",2011-01-07 12:28:00,2011-01-07 12:28:00,1,2169.39,1783,149,2089.68,1722,1,336.015277777778
"12502",2011-02-03 10:41:00,2011-09-05 11:52:00,5,3723.87,820,102,3723.87,820,0,95.0402777777778
"12504",2011-11-09 14:56:00,2011-11-21 16:02:00,2,482.05,90,6,114,51,2,17.8666666666667
"12506",2011-04-21 08:54:00,2011-04-21 08:54:00,1,73.5,23,23,73.5,23,0,232.163888888889
"12507",2011-02-14 09:24:00,2011-07-28 17:09:00,3,1304.81,894,19,1258.06,883,1,133.820138888889
"12508",2011-11-10 16:27:00,2011-11-13 15:37:00,2,397.88,271,57,397.88,271,0,25.8840277777778
"12509",2011-02-28 14:45:00,2011-02-28 14:45:00,1,176.5,55,7,176.5,55,0,283.920138888889
"12510",2011-01-18 14:04:00,2011-07-20 10:15:00,2,982.57,353,29,982.57,353,0,142.107638888889
"12512",2011-10-04 14:53:00,2011-10-04 14:55:00,2,132.18,96,31,132.18,96,0,65.9131944444444
"12513",2011-08-19 10:51:00,2011-08-19 10:51:00,1,612.29,462,35,586.79,456,1,112.082638888889
"12514",2011-03-17 16:38:00,2011-03-17 16:38:00,1,1017.68,440,51,1017.68,440,0,266.841666666667
"12515",2010-12-21 15:43:00,2010-12-21 15:43:00,1,383.7,131,16,383.7,131,0,352.879861111111
"12516",2011-06-12 11:37:00,2011-09-23 09:13:00,2,1312.06,875,20,1312.06,875,0,77.1506944444444
"12517",2011-06-02 15:13:00,2011-11-11 14:04:00,5,2481.6,1361,232,2443.65,1338,1,27.9486111111111
"12518",2011-08-21 13:18:00,2011-12-09 10:13:00,5,2056.89,1318,84,2056.89,1318,0,0.109027777777778
"12519",2011-10-07 09:26:00,2011-10-07 09:26:00,1,330.84,175,17,330.84,175,0,63.1416666666667
"12520",2011-03-11 11:35:00,2011-09-21 15:23:00,5,2634.26,1439,121,2582.51,1430,1,78.89375
"12521",2011-07-20 10:51:00,2011-07-20 10:51:00,1,599.68,309,38,599.68,309,0,142.082638888889
"12522",2011-10-19 14:41:00,2011-10-31 15:30:00,2,192.72,194,11,192.72,194,0,38.8888888888889
"12523",2011-01-12 09:43:00,2011-11-20 12:55:00,11,1789.77,865,84,1745.57,861,2,18.9965277777778
"12524",2011-01-10 10:35:00,2011-11-30 15:31:00,8,4485.72,3699,113,4485.72,3699,0,8.88819444444444
"12526",2011-09-06 14:19:00,2011-12-09 12:09:00,3,1316.66,632,64,1316.66,632,0,0.0284722222222222
"12527",2011-01-18 12:05:00,2011-09-19 11:55:00,3,348.71,234,18,348.71,234,0,81.0381944444444
"12528",2011-01-31 09:05:00,2011-11-30 14:40:00,6,1933.48,756,50,1922.28,750,2,8.92361111111111
"12530",2011-01-07 10:04:00,2011-10-11 12:34:00,4,1662.28,913,51,1623.63,900,1,59.0111111111111
"12531",2011-11-25 11:12:00,2011-11-25 11:12:00,1,125.22,45,17,125.22,45,0,14.0680555555556
"12532",2011-11-09 13:47:00,2011-11-09 13:47:00,1,349.83,153,16,349.83,153,0,29.9604166666667
"12534",2011-08-01 10:26:00,2011-08-01 10:26:00,1,1089.18,651,63,1089.18,651,0,130.1
"12535",2011-06-06 12:47:00,2011-09-09 08:48:00,2,716.35,219,28,716.35,219,0,91.1680555555556
"12536",2011-10-11 14:52:00,2011-10-27 14:20:00,3,12601.83,2803,260,4106.82,2652,2,42.9375
"12538",2011-11-10 17:16:00,2011-11-10 17:16:00,1,363.95,191,21,363.95,191,0,28.8152777777778
"12539",2011-01-10 09:11:00,2011-11-17 13:30:00,4,5568.35,2067,157,3852.5,2066,1,21.9722222222222
"12540",2010-12-13 09:39:00,2011-11-20 11:31:00,17,13400.24,6685,277,13309.04,6677,2,19.0548611111111
"12541",2011-03-04 09:32:00,2011-11-10 10:40:00,3,981.18,680,46,981.18,680,0,29.0902777777778
"12544",2011-11-03 16:15:00,2011-11-03 16:15:00,1,372.7,136,19,355.7,132,1,35.8576388888889
"12545",2011-03-25 12:04:00,2011-09-25 13:39:00,2,1000.39,523,42,1000.39,523,0,74.9659722222222
"12546",2011-09-23 09:44:00,2011-10-24 12:09:00,2,1161.5,633,59,1141.5,617,1,46.0284722222222
"12547",2011-03-04 12:46:00,2011-05-26 12:38:00,2,207.8,134,7,207.8,134,0,197.008333333333
"12548",2011-06-26 15:35:00,2011-06-26 15:35:00,1,95.2,49,5,95.2,49,0,165.885416666667
"12550",2011-09-21 14:35:00,2011-09-21 14:35:00,1,964.83,569,57,964.83,569,0,78.9270833333333
"12551",2010-12-17 11:23:00,2010-12-17 11:23:00,1,168,100,10,168,100,0,357.060416666667
"12552",2011-10-31 12:11:00,2011-11-01 10:02:00,2,437.82,88,20,437.82,88,0,38.1166666666667
"12553",2011-01-14 10:42:00,2011-12-01 16:38:00,10,3692.28,1965,95,3652.25,1924,4,7.84166666666667
"12556",2011-07-11 13:35:00,2011-10-20 13:06:00,2,599.56,355,100,599.56,355,0,49.9888888888889
"12557",2010-12-03 12:20:00,2011-11-23 16:59:00,5,11990.96,4384,15,11990.96,4384,0,15.8270833333333
"12558",2011-12-02 10:41:00,2011-12-02 10:41:00,1,269.96,196,11,0,0,1,7.08958333333333
"12559",2011-01-24 10:12:00,2011-02-02 09:49:00,2,561.71,283,21,536.21,281,1,310.125694444444
"12560",2011-07-19 15:55:00,2011-12-04 13:54:00,3,2134.01,1110,91,2101.39,1078,1,4.95555555555556
"12561",2011-02-10 11:39:00,2011-02-10 11:39:00,1,238.85,177,16,238.85,177,0,302.049305555556
"12562",2011-05-25 12:44:00,2011-12-01 17:20:00,7,3781.74,1779,99,3781.74,1779,0,7.8125
"12564",2011-03-23 14:55:00,2011-03-23 14:55:00,1,456.9,133,21,456.9,133,0,260.913194444444
"12565",2011-02-24 10:34:00,2011-02-24 10:34:00,1,145.92,80,9,131.17,75,1,288.094444444444
"12566",2011-09-14 14:30:00,2011-09-14 14:30:00,1,351.65,265,19,346.7,264,1,85.9305555555556
"12567",2010-12-05 11:57:00,2011-11-17 11:02:00,10,9401.28,4305,323,9114.94,4089,1,22.075
"12569",2011-04-01 13:47:00,2011-12-07 16:24:00,32,4124.69,1801,92,4064.99,1793,3,1.85138888888889
"12571",2011-08-10 12:35:00,2011-10-31 10:19:00,2,519.61,523,31,519.61,523,0,39.1048611111111
"12572",2011-10-19 08:20:00,2011-12-01 09:20:00,2,1020.42,452,53,1004.72,450,1,8.14583333333333
"12573",2011-04-26 15:52:00,2011-04-26 15:52:00,1,160.54,84,26,160.54,84,0,226.873611111111
"12574",2011-01-28 09:20:00,2011-01-28 09:20:00,1,218.45,61,11,218.45,61,0,315.145833333333
"12576",2011-02-08 11:31:00,2011-11-04 10:11:00,5,1315.83,967,72,1306.98,964,1,35.1104166666667
"12577",2010-12-15 16:21:00,2011-11-04 13:24:00,3,626.6,469,137,564.2,463,1,34.9763888888889
"12578",2011-01-13 15:34:00,2011-11-18 13:30:00,2,2794.51,1196,111,2753.36,1171,2,20.9722222222222
"12579",2011-09-22 17:15:00,2011-09-22 17:15:00,1,440.42,285,29,410.72,278,2,77.8159722222222
"12580",2011-04-07 10:24:00,2011-04-07 10:24:00,1,415.7,238,24,415.7,238,0,246.101388888889
"12581",2011-10-31 08:56:00,2011-10-31 08:56:00,1,197.71,161,15,197.71,161,0,39.1625
"12582",2011-02-24 11:42:00,2011-04-15 08:45:00,2,511.36,300,21,511.36,300,0,238.170138888889
"12583",2010-12-01 08:45:00,2011-12-07 08:07:00,15,7281.38,5060,115,7187.34,5009,3,2.19652777777778
"12584",2011-03-04 15:15:00,2011-12-06 09:35:00,9,2338.15,416,44,1893.95,354,9,3.13541666666667
"12585",2010-12-23 12:58:00,2011-04-19 13:39:00,2,2040.1,1279,77,1982.81,1258,2,233.965972222222
"12586",2011-11-22 16:24:00,2011-11-22 16:24:00,1,196.94,79,11,179.94,77,1,16.8513888888889
"12587",2011-12-02 12:47:00,2011-12-02 12:47:00,1,144,51,4,144,51,0,7.00208333333333
"12588",2011-10-31 15:01:00,2011-10-31 15:01:00,1,214.9,53,10,214.9,53,0,38.9090277777778
"12589",2011-07-18 12:05:00,2011-11-11 10:19:00,2,646.68,306,29,646.68,306,0,28.1048611111111
"12590",2011-05-12 14:46:00,2011-05-12 14:52:00,2,9864.26,4283,68,9861.38,4279,1,210.915277777778
"12591",2011-01-26 14:35:00,2011-01-26 14:35:00,1,452.85,228,26,452.85,228,0,316.927083333333
"12592",2011-05-10 13:44:00,2011-09-08 15:04:00,2,437.6,290,11,437.6,290,0,91.9069444444444
"12593",2011-05-05 09:29:00,2011-08-23 12:43:00,3,418.1,206,14,418.1,206,0,108.004861111111
"12594",2011-01-21 09:52:00,2011-11-02 12:20:00,10,3338.22,1777,50,3320.22,1776,1,37.0208333333333
"12596",2011-04-11 13:22:00,2011-10-19 13:02:00,2,618.27,474,25,618.27,474,0,50.9916666666667
"12597",2011-03-16 14:00:00,2011-11-20 13:33:00,4,3811.22,2236,184,3683.13,2187,1,18.9701388888889
"12598",2011-02-28 11:58:00,2011-11-30 12:18:00,8,3023.08,1964,84,3002.68,1940,1,9.02222222222222
"12599",2011-02-08 13:28:00,2011-11-10 13:34:00,7,1032.58,956,32,1032.58,956,0,28.9694444444444
"12600",2010-12-03 12:57:00,2011-11-11 10:29:00,10,2599.04,774,32,2581.04,773,1,28.0979166666667
"12601",2011-01-11 10:38:00,2011-06-03 10:17:00,5,577.06,245,21,569.56,244,1,189.10625
"12602",2011-10-12 11:22:00,2011-10-12 11:22:00,1,153.12,162,12,153.12,162,0,58.0611111111111
"12603",2011-11-18 10:42:00,2011-11-18 10:42:00,1,739.2,63,2,739.2,63,0,21.0888888888889
"12604",2011-03-23 12:06:00,2011-09-21 14:08:00,2,254.18,201,15,254.18,201,0,78.9458333333333
"12607",2011-10-10 16:06:00,2011-10-10 16:06:00,1,1579.51,1228,101,0,0,1,59.8638888888889
"12609",2011-01-25 15:13:00,2011-09-22 16:34:00,3,1126.85,648,57,1126.85,648,0,77.8444444444444
"12610",2011-08-05 13:52:00,2011-11-17 09:34:00,5,2099.54,1049,85,2057.99,1028,2,22.1361111111111
"12611",2011-10-18 13:12:00,2011-10-18 13:12:00,1,1193.32,846,65,1193.32,846,0,51.9847222222222
"12612",2011-09-26 15:35:00,2011-09-26 15:35:00,1,704.04,262,19,643.59,251,1,73.8854166666667
"12613",2011-03-22 15:42:00,2011-10-13 14:59:00,5,3344.38,1644,124,3218.98,1596,1,56.9104166666667
"12614",2011-03-07 10:22:00,2011-03-07 10:22:00,1,315.6,76,20,315.6,76,0,277.102777777778
"12615",2011-06-24 13:35:00,2011-12-07 15:02:00,4,2291.19,1376,82,2291.19,1376,0,1.90833333333333
"12616",2011-02-15 14:17:00,2011-09-05 15:17:00,2,713.3,284,25,657.25,273,3,94.8979166666667
"12617",2011-11-10 14:39:00,2011-11-10 14:39:00,1,352.98,210,39,352.98,210,0,28.9243055555556
"12618",2011-11-18 11:10:00,2011-11-18 11:10:00,1,177.31,96,11,177.31,96,0,21.0694444444444
"12619",2011-03-31 13:10:00,2011-11-23 14:52:00,9,3641.24,3378,50,3214.81,3354,4,15.9152777777778
"12620",2011-05-19 12:10:00,2011-11-25 10:20:00,3,1339.41,1181,89,1339.41,1181,0,14.1041666666667
"12621",2010-12-09 10:16:00,2011-12-08 11:25:00,20,13689.67,7440,261,13612.07,7404,3,1.05902777777778
"12622",2011-04-21 16:39:00,2011-04-21 16:39:00,1,180.1,69,11,180.1,69,0,231.840972222222
"12623",2011-03-08 13:50:00,2011-03-08 13:50:00,1,305.1,191,18,305.1,191,0,275.958333333333
"12624",2011-06-15 12:34:00,2011-08-25 15:04:00,2,641.13,355,36,641.13,355,0,105.906944444444
"12625",2011-01-24 13:27:00,2011-05-12 09:54:00,2,2683.82,1612,73,2614.32,1577,1,211.122222222222
"12626",2011-01-17 11:01:00,2011-11-16 16:06:00,9,6620.48,3453,232,6388.35,3350,4,22.8638888888889
"12627",2011-07-22 13:59:00,2011-11-29 12:07:00,7,4478.53,2752,162,4478.53,2752,0,10.0298611111111
"12628",2011-10-06 09:28:00,2011-12-05 13:15:00,3,786.46,448,34,769.61,445,1,3.98263888888889
"12630",2011-10-27 10:41:00,2011-11-30 10:48:00,2,1270.88,548,60,1270.88,548,0,9.08472222222222
"12631",2011-10-13 13:53:00,2011-10-13 13:53:00,1,640.5,236,31,640.5,236,0,56.95625
"12633",2011-02-25 08:44:00,2011-10-12 11:40:00,4,2163.98,1162,73,2140.63,1149,1,58.0486111111111
"12635",2011-07-08 08:43:00,2011-09-11 11:04:00,2,1689.18,1172,96,1689.18,1172,0,89.0736111111111
"12637",2011-01-20 10:47:00,2011-10-03 13:46:00,8,6002.9,2994,205,5934.25,2982,2,66.9611111111111
"12638",2011-11-06 13:11:00,2011-11-06 13:11:00,1,671.69,577,39,671.69,577,0,32.9854166666667
"12639",2011-04-15 12:48:00,2011-04-15 12:48:00,1,486.1,201,22,486.1,201,0,238.001388888889
"12640",2011-09-19 12:01:00,2011-11-16 11:52:00,3,1174.58,311,47,1174.58,311,0,23.0402777777778
"12641",2011-08-16 13:26:00,2011-08-16 13:26:00,1,185.9,72,10,185.9,72,0,114.975
"12642",2011-08-24 09:23:00,2011-11-14 15:03:00,3,1013.26,552,39,1013.26,552,0,24.9076388888889
"12643",2011-01-11 11:48:00,2011-08-03 12:56:00,6,3344.64,1808,11,3344.64,1808,0,127.995833333333
